frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.12735265,0.16134384,0.09551813,0.14376973,0.8498697,0.122073874,0.0870373,0.053070974
1,0.17853257,0.32751548,0.1708783,0.32753643,0.79673165,0.82925,0.10566871,0.0902941
2,0.3779147,0.2919391,0.20699704,0.14840414,0.47276244,0.6366841,0.29283687,0.1707812
3,0.29923356,0.13327701,0.12249874,0.18662462,0.28045785,0.30893138,0.40624288,0.39551678
4,0.24735668,0.24351919,0.2008269,0.20754722,0.3323645,0.5406293,0.48602217,0.15145501
5,0.27423832,0.1337417,0.20109837,0.31286666,0.18256119,0.47204226,0.23384893,0.14773414
6,0.38418898,0.26584196,0.42047608,0.28381202,0.18682729,0.46933964,0.41053388,0.27633095
7,0.4947273,0.31072482,0.18566029,0.1850634,0.34257138,0.5013748,0.25260648,0.23823506
8,0.2729032,0.22621556,0.32691032,0.3068919,0.46905866,0.53817695,0.2322806,0.18715096
9,0.66176945,0.6032036,0.39838207,0.67205185,0.70573395,0.81399316,0.3605859,0.42519122
10,0.2745713,0.49682546,0.3113418,0.50409245,0.39056912,0.32737127,0.22064826,0.71086997
11,0.5041485,0.6211711,0.40417477,0.3830018,0.38159445,0.5960099,0.4312634,0.54851186
12,0.18357909,0.32783768,0.19951637,0.20127054,0.3244315,0.4660359,0.28051284,0.7675774
13,0.14861703,0.22783841,0.2820825,0.25921226,0.1966533,0.3116127,0.2458776,0.54255366
14,0.22360566,0.26311013,0.092912406,0.09618254,0.16409376,0.3579168,0.18942802,0.019791914
15,0.18100566,0.3461342,0.1066053,0.119727105,0.1507225,0.11922889,0.31272423,0.03169199
16,0.1405383,0.47316658,0.19276789,0.08957256,0.1408181,0.21557663,0.1068847,0.037483335
17,0.072396114,0.12636445,0.18678512,0.09892596,0.050862804,0.042718593,0.13937691,0.034633968
18,0.07538949,0.17968959,0.23961185,0.102053724,0.042349033,0.090856515,0.20609115,0.04564731
19,0.06180712,0.18511324,0.13465865,0.030284295,0.023034228,0.027869241,0.079753876,0.0
20,0.16714674,0.46462345,0.18434857,0.15100645,0.087610096,0.11618318,0.20549506,0.8196859
