frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.043942135,0.065603934,0.03264194,0.060127955,0.05469994,0.05005241,0.12688155,0.032999057
1,0.044159714,0.21862046,0.05594814,0.07865598,0.06906352,0.05800967,0.17544127,0.043165997
2,0.04584423,0.030370627,0.037786637,0.015188485,0.040545795,0.02690671,0.056750413,0.035423
3,0.0269841,0.04794897,0.030963805,0.04882135,0.0364409,0.031780943,0.032657523,0.029849699
4,0.18400908,0.24557778,0.24338862,0.2524202,0.29583177,0.24410911,0.30598405,0.33403885
5,0.26303828,0.51886314,0.5544997,0.47434524,0.60437804,0.50043875,0.48306498,0.72139573
6,0.21092585,0.31842357,0.31006092,0.29365706,0.28405482,0.3676966,0.39062455,0.5392015
7,0.1417468,0.71982515,0.6815135,0.22307484,0.42729667,0.48403096,0.9983281,0.48296756
8,0.2547638,0.15881868,0.50298965,0.424118,0.24854456,0.5611598,0.3227636,0.53875756
9,0.1648221,0.05544578,0.05815727,0.24829331,0.07373448,0.12999369,0.22465792,0.073995866
10,0.088308185,0.062305138,0.06558939,0.12494029,0.10093306,0.21169713,0.12870227,0.05695722
11,0.14899841,0.096801385,0.08333241,0.19633764,0.17349996,0.23834057,0.7603009,0.09340244
12,0.07983083,0.015200171,0.016636444,0.06435565,0.14488871,0.11195879,0.22302489,0.059986494
13,0.12391671,0.033161834,0.062177114,0.12507387,0.18636811,0.10225653,0.16370745,0.06294
14,0.19288754,0.23603074,0.14126028,0.1803783,0.13063541,0.3153605,0.17150617,0.14842825
15,0.4423256,0.15510716,0.2980676,0.19965704,0.20067954,0.79717296,0.5884667,0.26517507
16,0.42504105,0.24834666,0.21452375,0.26488352,0.3088709,0.3867191,0.44958225,0.2099398
17,0.35185218,0.27156705,0.34407023,0.18918833,0.34131363,0.514304,0.5748315,0.4322048
18,0.15806429,0.7811742,0.14803244,0.07823026,0.11112732,0.12755954,0.27550715,0.10074553
19,0.2088016,0.743435,0.2997421,0.05933186,0.100184985,0.12169552,0.46166986,0.12039071
20,0.101847,0.35300627,0.08208863,0.028123572,0.12024959,0.11865138,0.1675872,0.06279927
21,0.02847247,0.4469268,0.031539734,0.061999273,0.040676657,0.044515356,0.114063926,0.021492057
22,0.034278627,0.07639425,0.019474274,0.0147225745,0.029752957,0.014110073,0.020696508,0.022440631
