frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.3204491,0.2889259,0.1104024,0.11273295,0.95474744,0.2929922,0.15699473,0.15288712
1,0.15242074,0.08575313,0.18107055,0.5698394,0.25729564,0.38871622,0.17023243,0.18752111
2,0.22243123,0.26186833,0.39045957,0.20902035,0.30120382,0.5116599,0.093327135,0.20608267
3,0.5445532,0.6021932,0.45130217,0.2574717,0.6775712,0.23441143,0.19557098,0.30703816
4,0.4491736,0.5514824,0.46826088,0.6502528,0.41694343,0.5616799,0.7591684,0.29491857
5,0.480408,0.5100223,0.26274234,0.42304406,0.5130338,0.6032906,0.6189106,0.3912652
6,0.5102153,0.31111157,0.10962001,0.31756335,0.44487554,0.66229916,0.3054439,0.13686532
7,0.439864,0.4971945,0.4755244,0.3219942,0.75139505,0.8352201,0.71119475,0.22115566
8,0.49883857,0.4756916,0.4960228,0.42685133,0.5002773,0.3348644,0.42904714,0.33004683
9,0.17574722,0.21893382,0.06078883,0.055363763,0.22054058,0.1497418,0.43557778,0.39902115
10,0.55469656,0.12677178,0.042124666,0.055418875,0.1367156,0.09267772,0.080394104,0.14812152
11,0.80433,0.13776706,0.10148331,0.022889141,0.073921174,0.06676767,0.04117294,0.3094557
12,0.28910315,0.12974374,0.18114346,0.15899505,0.2318035,0.18475148,0.1600901,0.16365664
13,0.023396349,0.6620585,0.08935643,0.068935804,0.07859534,0.049364164,0.03458437,0.03602137
14,0.49313095,0.4039183,0.14497018,0.31464404,0.6258553,0.39206636,0.31563982,0.527713
15,0.5208364,0.26742232,0.117905244,0.06491283,0.24382365,0.21441987,0.14254291,0.21268384
16,0.26715502,0.36300123,0.19467132,0.19212216,0.7472084,0.40026152,0.27511403,0.16794953
17,0.6117709,0.52625984,0.364856,0.5428716,0.9999999,0.6724245,0.5208021,0.57911646
18,0.57144016,0.53941995,0.5922693,0.40877217,0.59553576,0.8892326,0.21510293,0.60608476
19,0.74444115,0.5242253,0.25891817,0.2395195,0.52211416,0.83114237,0.5300527,0.4237183
20,0.54463977,0.43264163,0.45883918,0.48118037,0.47087604,0.63457894,0.33940563,0.48495272
21,0.52088153,0.49022847,0.54106396,0.6404949,0.3963727,0.502866,0.22897045,0.28296944
22,0.7215716,0.30360225,0.24106328,0.53144675,0.36903396,0.35563236,0.13727097,0.21815063
23,0.2895263,0.05125903,0.16536164,0.16398752,0.1175162,0.18807493,0.049737338,0.18318121
24,0.22728105,0.14971013,0.20392294,0.4319721,0.12374695,0.1728173,0.06168416,0.19211729
25,0.41122332,0.0757654,0.07742053,0.16021046,0.1440697,0.34661242,0.104511864,0.15129286
26,0.119270496,0.14150651,0.17352387,0.19737345,0.19052781,0.3281229,0.13221133,0.4284981
27,0.29635906,0.37406603,0.39970177,0.24233276,0.42891526,0.328315,0.14890204,0.47164768
28,0.4510493,0.3833233,0.504546,0.86858904,0.4089666,0.43664432,0.252985,0.48343197
29,0.69520897,0.2161449,0.19125213,0.59455407,0.42023095,0.41710886,0.30052596,0.4813867
30,0.15376696,0.39690503,0.40495044,0.5987722,0.3913809,0.42825133,0.3245919,0.34398228
31,0.23260674,0.5913181,0.36493,0.24485473,0.34260488,0.3839021,0.17016129,0.42375574
32,0.6235826,0.5739758,0.59547836,0.3743621,0.4414893,0.55681026,0.22889131,0.50353634
33,0.28917718,0.6358945,0.14736468,0.07509564,0.4751012,0.41300467,0.23188306,0.14401615
34,0.6503689,0.22964512,0.14085795,0.25115374,0.0,0.24686016,0.14695269,0.20853841
35,0.37735933,0.28913188,0.069502495,0.18972981,0.01838297,0.45681292,0.0863245,0.22945952
36,0.6203202,0.68072,0.10599524,0.051991783,0.55511194,0.17851539,0.26081103,0.18323877
37,0.29036433,0.13474494,0.091404855,0.057605103,0.11639217,0.081754304,0.03116805,0.10104511
38,0.27513868,0.5952106,0.19462866,0.23752357,0.53637964,0.29725993,0.42898273,0.36169702
39,0.30338293,0.32818344,0.31146732,0.14780825,0.5008704,0.28556713,0.34072575,0.41367245
40,0.30201972,0.18262978,0.37881178,0.12426909,0.20517437,0.16323054,0.1790269,0.50231135
