frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.0025918656,0.31447,0.1857217,0.04074437,0.0148750935,0.02966496,0.12650982,0.07953033
1,0.03573902,0.08781646,0.15598573,0.041915867,0.07527189,0.0936226,0.14519858,0.12925635
2,0.08914555,0.08244706,0.180657,0.024688974,0.09088736,0.09573667,0.11321171,0.19228213
3,0.069647394,0.1067533,0.3022246,0.058847535,0.08569159,0.09153559,0.17992967,0.10181941
4,0.11149525,0.4789553,0.46654263,0.22664659,0.20170023,0.2660442,0.41619268,0.21324967
5,0.38639507,0.5674253,0.6151423,0.19043632,0.5097706,0.54200315,0.6509125,0.25946075
6,0.27007097,0.55068284,0.57633376,0.280863,0.5063572,0.5135628,0.71852696,0.9999999
7,0.17095514,0.3226331,0.5368618,0.18943936,0.6189771,0.32828596,0.54106176,0.5620246
8,0.555253,0.5175603,0.6770945,0.42462158,0.600485,0.591206,0.6487715,0.73799914
9,0.37688956,0.41439763,0.5473715,0.47818196,0.49908063,0.45603997,0.6274249,0.5740438
10,0.29582897,0.4988226,0.54093194,0.54077196,0.7030539,0.54770726,0.53503084,0.5278479
11,0.2516288,0.6522476,0.63661975,0.6752243,0.6746929,0.61335564,0.4073883,0.58688784
12,0.10406005,0.305762,0.6259764,0.14393441,0.36347657,0.28974587,0.45365572,0.6739913
13,0.15573521,0.29201058,0.47947982,0.16713211,0.16656142,0.16324681,0.1971486,0.54096305
14,0.2639262,0.39135128,0.38369167,0.2743864,0.84461427,0.60764414,0.6723796,0.43350112
15,0.230155,0.53114426,0.734138,0.64128476,0.79234314,0.715085,0.64912206,0.46950743
16,0.4398866,0.36366418,0.6453678,0.620301,0.6631858,0.50707334,0.60893446,0.45250133
17,0.42874914,0.35936078,0.33418688,0.32007152,0.39356947,0.30755672,0.34622335,0.01979279
18,0.368811,0.5597366,0.50432354,0.41742933,0.27240792,0.34747088,0.3767119,0.018167702
19,0.40523535,0.36184648,0.16634977,0.36998975,0.16146491,0.34553877,0.28711504,0.0
20,0.49034664,0.29359722,0.740133,0.5574725,0.52368116,0.41866878,0.7359663,0.19081657
21,0.3661157,0.2620938,0.14631924,0.33709767,0.3084928,0.61845464,0.32310086,0.33268955
22,0.5769724,0.62276137,0.33898085,0.5569874,0.54446834,0.56832236,0.70942646,0.37902495
23,0.14361337,0.23346388,0.32311475,0.14681564,0.34895578,0.26399493,0.5759335,0.33028895
24,0.31003395,0.4524013,0.33269456,0.28199983,0.3047033,0.39110377,0.51013076,0.3080524
25,0.32031253,0.2800984,0.448642,0.17596878,0.2971174,0.17742725,0.3274904,0.17288654
26,0.44213837,0.19377296,0.38325995,0.46996263,0.38124686,0.33671513,0.52906096,0.4236187
27,0.25098842,0.1906644,0.24809834,0.21708336,0.39435157,0.14981289,0.20038724,0.21750222
