frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.4887976,0.73092103,0.53600764,0.732893,0.8264755,0.3960298,0.4003202,0.79257315
1,0.68631357,0.9999998,0.40897676,0.8300288,0.68187535,0.6115789,0.4824504,0.71373653
2,0.46002868,0.3825209,0.44998416,0.527959,0.76755035,0.6146103,0.39388692,0.6965665
3,0.52642536,0.6524295,0.7465653,0.6930211,0.85565525,0.8413091,0.5099186,0.64740765
4,0.8777281,0.7278615,0.7593929,0.760925,0.7501311,0.5166529,0.445585,0.85597855
5,0.61487645,0.639018,0.83230007,0.5292158,0.62904924,0.51226354,0.9618417,0.57325494
6,0.26280254,0.24513271,0.16391958,0.12344055,0.67584294,0.291976,0.35227767,0.22858936
7,0.15310064,0.1773548,0.085081965,0.041694473,0.1104018,0.07944604,0.13629898,0.1971872
8,0.18528482,0.2887577,0.16879725,0.109872244,0.12807111,0.2981776,0.10902567,0.21578403
9,0.5952016,0.8300519,0.67979425,0.64538807,0.51900274,0.7010037,0.57592636,0.59160346
10,0.57720655,0.6881183,0.94904065,0.4959263,0.4729462,0.5668649,0.5864534,0.6480118
11,0.72384214,0.8539514,0.8973515,0.5679222,0.7746396,0.35379684,0.5300569,0.7138038
12,0.54407877,0.5577977,0.5858482,0.55733943,0.58075935,0.66034293,0.7888528,0.785848
13,0.4385925,0.5426892,0.44396308,0.2861056,0.8040025,0.7056385,0.46379876,0.75278974
14,0.43756607,0.55470234,0.4004168,0.4022134,0.49111193,0.7476583,0.30776283,0.81369525
15,0.26950994,0.4267734,0.5201445,0.6459996,0.4364333,0.67347425,0.29491773,0.58688515
16,0.4408181,0.36642575,0.33459005,0.3544018,0.3592943,0.76161814,0.21031518,0.25183123
17,0.4125975,0.2811201,0.93540144,0.9141454,0.77893466,0.41625857,0.18190695,0.44812718
18,0.27927667,0.12815727,0.14674914,0.35304248,0.8554149,0.4717886,0.13783132,0.123535484
19,0.14216943,0.07669306,0.6623343,0.29329985,0.059266336,0.28406015,0.15748939,0.1074779
20,0.19798453,0.027376834,0.06627517,0.363435,0.041027263,0.68626755,0.0343555,0.03488917
21,0.3940317,0.1870918,0.26009527,0.67228425,0.41644415,0.7003062,0.17229177,0.17941497
22,0.46213144,0.475295,0.48708603,0.50609004,0.46904224,0.7671354,0.5178949,0.14768802
23,0.38654497,0.24752876,0.49279973,0.39049968,0.50725037,0.7426861,0.4220793,0.3282685
24,0.34567237,0.3535611,0.30088258,0.6785153,0.6159094,0.6725219,0.3439518,0.31433514
25,0.38116506,0.3525387,0.30070016,0.9565748,0.42338222,0.33105382,0.19417574,0.16739574
26,0.14040366,0.14391643,0.16415998,0.25729695,0.317,0.8943404,0.12978204,0.14319138
27,0.05923592,0.14220113,0.1536074,0.07240146,0.3596441,0.9928235,0.09863942,0.06180557
28,0.07298798,0.12235973,0.065444335,0.085040875,0.13661264,0.07239051,0.01743647,0.016114263
29,0.0741216,0.027849538,0.14424095,0.04899157,0.13834198,0.046486154,0.03814534,0.007319751
30,0.1356321,0.17928284,0.33810237,0.19253032,0.23528942,0.9657394,0.12559119,0.09244003
31,0.31682122,0.48749265,0.80023915,0.5498148,0.54791594,0.82973945,0.4100473,0.37921116
32,0.7104863,0.4832184,0.37235194,0.43337473,0.46368,0.73799574,0.4426915,0.22661328
33,0.36174947,0.68067324,0.6357745,0.31677386,0.35301304,0.6120437,0.28433838,0.28306815
34,0.4236841,0.27863514,0.24579579,0.3588382,0.44289684,0.49037755,0.5637324,0.24979365
35,0.40249914,0.8054906,0.43840328,0.41932994,0.4296256,0.47525176,0.44819316,0.6604563
36,0.298915,0.546861,0.3364682,0.368685,0.5110822,0.32119876,0.5239562,0.48993826
37,0.54753953,0.46966392,0.3176188,0.5071574,0.77688766,0.5983124,0.7689715,0.8524476
38,0.7012083,0.335661,0.51000947,0.2641709,0.47450766,0.33365303,0.9755689,0.09089045
39,0.40803197,0.24329752,0.45439607,0.25445816,0.16649744,0.26174384,0.44925326,0.055463545
40,0.41512826,0.07484838,0.14543791,0.13085175,0.041354313,0.46459958,0.054103468,0.0
41,0.19963145,0.07766201,0.17036906,0.11618494,0.088894986,0.39829186,0.23795426,0.007511788
42,0.5192127,0.8906816,0.7737978,0.35147125,0.25957257,0.57814825,0.41033944,0.10482205
43,0.562723,0.55025405,0.8146616,0.52921826,0.30261266,0.9743348,0.75696975,0.15473713
