frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.36027455,0.6781092,0.61272895,0.55318356,1.0219861,0.5460843,0.64889234,0.4848789
1,0.5936618,0.48985994,0.42779443,0.45236757,0.7359616,0.51395446,0.37492007,0.5779005
2,0.3622263,0.8514564,0.3900544,0.38163495,0.4171017,0.7831439,0.7585957,0.47090435
3,0.8509501,1.3549765,1.1546962,1.5105698,1.3641474,1.0558603,0.73133165,1.4459417
4,2.7341952,3.005484,3.8098304,3.0902188,3.8015366,3.001242,2.1389024,3.7179663
5,3.6840653,4.3451166,7.6744633,3.0246363,3.8261185,3.9250612,3.2676287,6.3706884
6,1.4853612,2.9006739,1.7875999,2.031094,2.3434248,2.0930347,1.4758905,2.0476253
7,2.8046474,2.4762466,2.5991082,2.0634844,2.940413,2.6967273,2.2679114,1.7776732
8,0.5055126,1.2408767,0.91026485,1.0079467,1.4086591,1.2482144,1.5963949,0.79840887
9,2.4334419,3.5467544,5.467789,5.310036,4.556502,4.3730817,2.9862766,3.4027853
10,2.045164,2.0485754,3.5289955,2.2835107,3.32834,3.1728554,1.8952961,1.557019
11,1.8101386,2.395111,1.1221656,1.8892833,1.5681319,3.2235603,0.8298076,1.4577644
12,2.4932666,4.055828,6.3347483,4.143061,3.9640574,4.9088783,2.9792,3.0299702
13,2.9311888,3.8430243,5.633802,3.9474313,3.9695292,4.1476083,2.8503516,2.905508
14,1.3742478,1.880815,1.3984303,1.2338785,1.0772865,1.5204263,0.99436766,1.3580128
15,1.7262727,3.3535316,2.749928,2.7315068,3.2777886,3.791526,3.3455615,2.425167
16,2.3826437,3.6878328,2.8120923,3.3355234,3.9319818,3.1964154,2.7360067,2.5325682
17,1.7519016,2.3909497,2.7370753,2.47782,3.0162835,2.7871392,1.9648895,2.5325108
18,2.7677734,2.388588,2.1789083,1.7851963,2.3819232,3.2036045,2.3855188,2.9410758
19,1.4939084,2.0549412,1.8151304,1.2435784,0.9439966,2.394745,2.0873363,3.144691
20,0.96438825,1.8393297,1.6627235,2.0861626,1.8624003,2.467851,1.4174533,1.336051
21,3.1304312,4.947633,4.5856166,5.1371374,3.3870432,3.5862958,2.0377665,2.426155
22,4.0660315,1.6099652,3.1212769,1.7301903,2.907083,2.3193998,3.0776334,0.8464797
23,3.3763583,3.1146264,3.4010282,3.5600145,2.4715934,1.8169963,1.7663606,4.004126
24,3.6283026,4.1225576,4.862543,3.9002407,3.8076944,4.21061,4.9992127,3.658334
25,2.533537,2.447098,3.5217335,3.3340173,3.9144602,1.713611,1.7289363,1.7443178
26,3.7181845,3.7565634,4.1757755,4.6510134,5.7669115,2.642403,2.5785892,3.5550287
27,2.0533385,3.0370824,3.4175038,3.682168,1.573096,1.3212763,1.9791446,3.7582545
28,3.5959344,4.390955,3.2927184,4.7119226,4.173131,3.7707992,2.2023582,5.74417
29,1.9364187,1.4733301,1.6111209,2.3766575,2.206554,1.7071173,1.5628262,2.7828515
30,1.7806902,1.7051191,1.0376277,3.7267857,1.7656622,3.3326068,0.8029636,1.432193
31,2.940646,2.89524,1.7351693,6.1897755,4.237623,3.2738748,2.241394,2.5305562
32,3.7545729,3.2667413,1.7754214,2.1407714,2.7955756,2.346201,1.0407306,1.0550967
33,1.9546163,1.8877563,3.3908577,6.093628,1.5663381,2.9094942,1.4680321,2.5853157
34,1.9455247,1.3306444,4.757275,2.5955124,1.345819,1.8865571,1.275202,1.3387219
35,2.1022334,2.1829863,1.9400482,3.4815445,3.7019768,4.438571,1.2627228,1.467375
36,1.3761771,1.3411314,1.991782,3.7928395,3.7969124,1.9075136,0.87845147,1.7804086
37,2.5765553,2.8424735,2.74157,2.4649057,3.4438355,3.4778557,3.5598073,2.0406566
38,2.730494,3.2087011,2.6920388,3.0965154,3.7582407,4.446306,3.0620747,2.7663822
39,1.3920763,1.6636659,1.7267271,1.3705034,1.1666472,2.2392669,1.2995855,2.1692336
40,1.0804002,2.2905664,2.1958418,1.8487544,2.2057312,1.9795334,1.4100163,2.3326974
41,4.8114605,3.5645328,4.321525,5.0016212,5.0844216,3.6746292,5.0099583,3.1820087
42,1.0249865,0.46767992,0.90666556,0.4884517,0.69229496,0.51193917,1.6988425,0.43978453
43,0.49263066,1.1134484,1.009618,0.39092523,1.252759,0.4662453,0.8794038,0.32963693
44,0.68414617,1.1554769,0.75197697,0.537682,1.1156225,0.56910497,1.6007165,0.35693467
45,3.3046818,3.5270338,3.3049235,3.6581872,4.6832128,3.145443,3.8857856,2.3582487
46,4.0368886,4.210238,3.4082065,3.9693525,4.3065763,4.5189395,1.9674995,3.821173
47,0.8629284,1.2233162,0.9691143,1.0718762,1.0850329,1.3036393,0.5912956,1.1471589
48,1.7337651,3.3790522,4.3773003,2.102694,3.3238153,3.386699,3.146408,3.6884968
49,3.5533013,2.9187677,4.117152,5.005021,5.8483667,4.4603243,3.2778437,4.3962975
50,0.5962163,0.8419267,0.6285052,0.48048225,1.0055357,1.3872179,0.57448804,0.30150688
51,1.3092538,1.9339807,0.92259544,1.7167869,1.1150713,0.9692676,0.60710526,0.50894487
52,1.3695784,1.6638074,0.97837174,2.2056212,1.2040578,1.7246608,1.4541688,1.2955314
53,3.9214876,4.4212117,3.5375423,4.6122637,4.101563,4.437247,2.2251189,5.239113
54,2.3654943,3.711682,2.9466639,3.6544569,3.5072927,3.2991056,1.7145038,4.3604465
55,1.8181682,1.0996448,2.480895,1.0642478,0.8356415,0.9775966,0.9065173,1.2180711
56,2.943397,3.60684,4.6194882,2.3543038,2.6022558,2.8140907,2.4698672,4.3923407
57,3.6536322,5.3732376,5.563895,4.478365,4.313052,4.606507,3.5911093,5.939815
58,1.6054783,0.4835109,1.0493432,0.78838736,1.8407768,0.58462733,0.4351498,1.1391308
59,0.95101213,0.770382,0.98294663,1.0438013,0.963285,0.7889553,0.265567,1.1637843
60,0.66623783,0.7828944,0.9679335,1.3571768,0.7713488,0.6175927,0.83875465,1.1309742
61,3.7904198,1.9039173,2.0514398,4.89498,3.6041627,1.7695761,2.3034766,4.3043246
62,2.5854642,2.7831788,2.2879715,3.7020888,3.67128,2.1296337,3.1068742,3.1415389
63,1.4958726,3.2674992,3.7736542,2.0417597,4.3684278,2.7164369,3.1342618,2.966357
64,1.7716029,1.7709364,2.1191537,2.4346228,1.8032713,1.8550886,1.2880322,2.5543098
65,3.1010213,3.635117,4.3836637,4.4971437,3.2998595,3.1495066,3.8840485,6.561042
66,3.850443,1.625408,2.3198009,3.2045243,3.3740482,2.970538,2.599817,2.2679465
67,1.5901432,2.0265226,0.546772,0.7186738,1.6697813,1.2587881,1.0524087,0.29836845
68,1.0666312,0.7649428,0.49927604,0.5951157,3.0480027,1.421509,1.0814881,0.4520778
69,1.387857,1.5122631,0.6238361,0.78240734,1.4308221,1.2053632,0.933547,0.42186075
70,1.130214,4.419244,1.0465446,0.7418623,2.9877446,0.80739975,1.1224473,0.58864367
71,1.4084021,1.9453661,0.36978996,0.6986066,2.4373813,1.2280855,0.7148716,0.4860494
72,2.045132,1.5464767,1.3296129,1.8842642,4.328191,1.8221675,2.355185,1.0865507
73,1.2893412,1.6225308,3.2090712,1.5868556,1.8840237,1.5966029,1.6669196,1.3774933
74,1.6769379,1.3365533,3.1899467,1.6499131,6.0454845,2.1921523,3.7557595,1.6639248
