frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,1.5298281,2.0813274,0.7192426,1.2301692,1.0836518,1.0952808,0.8255715,0.91221106
1,1.7535334,0.68593293,0.8134614,1.6366701,0.8619722,0.95762444,0.6606258,0.88703483
2,0.46815234,1.3926833,0.6728083,1.2826484,1.1243831,0.5754523,0.87726504,0.6792091
3,2.2207346,1.9227962,1.4772364,3.5120082,2.0309238,1.1487615,2.4269667,1.1781685
4,1.3503242,1.6812232,1.0604303,1.3830562,1.2832654,1.2832355,1.6635965,0.8458233
5,0.66658086,0.8913601,0.3145967,0.9465031,0.6281492,1.039932,0.6295545,0.3268552
6,0.86618066,1.399251,1.106715,1.3304856,2.2420623,1.9850159,1.6932151,0.5182328
7,1.306489,2.133494,1.2577429,4.8292108,2.4650686,1.9328977,1.3778359,0.95818424
8,1.3368671,4.081332,1.8532889,1.6681402,2.9808626,2.6560895,2.197038,0.82188964
9,0.88100517,3.0106406,0.92306876,1.9418135,1.5290403,1.5676794,1.7909358,0.60456276
10,0.72357285,3.0008717,0.34740448,0.5915052,1.3583083,0.6110479,0.60093796,0.3202424
11,1.5711799,1.164234,0.98810184,2.129099,1.9290948,1.2079872,1.0666183,0.7577224
12,0.6001047,1.4486637,0.42799544,0.71454394,0.6994678,0.58958185,0.8656666,0.5318121
13,0.85953456,0.6696791,0.35667336,0.6589987,0.5277651,0.8119315,1.2483518,0.3557154
14,1.0351356,1.4546074,1.0630937,1.9124045,1.5368533,1.6131926,1.0133581,0.96076393
15,0.71230984,2.156212,0.69889766,1.7810773,0.88916206,1.9262673,1.1019667,0.51112914
16,0.57511884,0.8622682,0.620117,3.2942338,1.0527158,1.2105408,0.88401514,0.16968906
17,0.39355195,0.5153645,0.46040082,0.42335528,0.77149904,0.6893223,0.6593015,0.23126438
18,0.8008486,1.187118,0.6479494,4.0375795,1.0581152,0.87315935,0.72437084,0.4462986
19,0.35552794,0.6711938,0.54496145,3.947523,0.97393084,1.0151572,0.933914,0.28395864
20,2.795094,3.7177804,1.4971256,4.9855127,3.5482695,2.4106882,1.8437264,1.2569516
21,1.3870544,1.5985973,1.3032796,1.2138205,1.9132206,1.9041464,3.159419,2.056448
22,2.1447563,3.2685485,2.4446356,2.427926,2.4705544,2.492049,3.0682132,2.8143969
23,1.5629824,2.5766892,2.5638084,1.6773226,2.904511,3.1227174,3.3183265,3.3722894
24,2.3600614,2.7562323,2.3612459,1.3073854,2.2514162,2.2237456,3.1742532,3.2521524
25,2.0742292,2.7084668,2.1230235,1.2509027,2.510346,1.45737,3.9796562,2.67351
26,3.0583327,4.5328436,3.1224093,1.9232869,2.509,4.7696733,3.7339373,3.1525443
27,1.0604415,3.3368845,0.971171,2.209391,1.5534637,1.7157929,2.2949157,1.8686614
28,0.56076825,1.0822684,0.6540167,1.7813286,0.70427555,0.66264033,0.8512447,0.5509397
29,0.30870527,0.44216824,0.23816268,0.36189517,0.48444012,0.5826562,1.2705138,0.62487185
30,0.28005975,4.8990736,0.30191022,2.240206,0.74646986,0.38467914,0.54506,0.5674045
31,0.32549715,4.8821926,0.2869674,0.5722914,0.60345346,0.4216144,0.77299476,0.73635894
32,0.5692768,0.6744623,0.38943627,1.5427802,0.45132798,0.54018295,0.41450092,0.92436326
33,1.0871961,4.0695267,0.53649044,1.6218182,0.95017767,1.4417181,0.67191666,0.9817368
34,2.4109147,3.4183626,2.7209995,3.6495028,2.9954104,4.594413,2.5808983,4.9465647
35,3.7480059,4.2554426,2.5880089,3.8660219,3.645161,2.4350233,4.396825,0.8748174
