frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.2651796,0.2140528,0.08365702,0.13604663,0.26308325,0.16065271,0.24054633,0.11276751
1,0.076724865,0.06746782,0.07756698,0.087920174,0.088426255,0.108733304,0.104618594,0.12554938
2,0.11341754,0.13551682,0.10539763,0.062011782,0.031726275,0.04196139,0.10655291,0.25948805
3,0.3776517,0.55771255,0.23275046,0.35426444,0.26786476,0.35414597,0.45842326,0.23887794
4,0.33624575,0.60280764,0.59612113,0.47963023,0.48060384,0.49640754,0.27878317,0.48695233
5,0.26377922,0.17432573,0.08957892,0.18425867,0.116132595,0.09066572,0.078245685,0.066095315
6,0.06378692,0.2182832,0.1545645,0.066435225,0.025353253,0.08759086,0.031172834,0.054897867
7,0.0982049,0.16846289,0.0052796598,0.02130837,0.011506154,0.01191225,0.004056943,0.008474754
8,0.13182522,0.19861233,0.19176142,0.25018194,0.096839875,0.12563016,0.119778745,0.13859525
9,0.13382335,0.21034911,0.39709646,0.11149153,0.082136326,0.21288545,0.049771152,0.266381
10,0.14299347,0.18159907,0.09836508,0.13840073,0.20714901,0.15321524,0.16185778,0.15575238
11,0.5879929,0.32037354,0.07642536,0.35742986,0.3215822,0.37535757,0.2574127,0.28058207
12,0.40280977,0.45570955,0.32017583,0.5759238,0.43112952,0.20742509,0.4697333,0.4129439
13,0.4308732,0.32119414,0.290892,0.15857819,0.44392624,0.29337487,0.16795906,0.26585805
14,0.30487356,0.38246664,0.1294171,0.31375363,0.2792695,0.28292936,0.44759774,0.51001775
15,0.30371815,0.21550411,0.06773742,0.16215576,0.14360255,0.08446151,0.4672444,0.20911245
16,0.04314128,0.05727161,0.101255536,0.085999824,0.16680914,0.19623443,0.30596107,0.6941715
17,0.19882248,0.15247642,0.1044998,0.08420329,0.0662452,0.028289106,0.13326557,0.14971124
18,0.12698692,0.0850043,0.03886083,0.26028916,0.058854204,0.11691633,0.07707435,0.38848144
19,0.313454,0.20563602,0.38246623,0.2507445,0.46715283,0.2171689,0.24586883,0.41395074
20,0.47209018,0.7785811,0.56797576,0.5745502,0.23919965,0.39154944,0.41816485,0.37333506
21,0.44502285,0.53361833,0.31006578,0.15470368,0.113270566,0.1413551,0.38330522,0.27724287
22,0.48829895,0.5614648,0.351981,0.34410402,0.35701814,0.396143,0.38364127,0.40562454
23,0.2565992,0.6029178,0.30839017,0.33070487,0.26964635,0.28831068,0.4517213,0.36372426
24,0.2732776,0.27596626,0.14019929,0.27245182,0.32033905,0.32395193,0.40778804,0.29822302
25,0.57897687,0.8303244,0.22766459,0.4374628,0.38836724,0.35294464,0.40588385,0.5232078
26,0.5068016,0.64514,0.21625017,0.49206752,0.9898317,0.55899847,0.4435182,0.48419616
27,0.50333416,0.55416584,0.5660811,0.7659856,0.737781,0.614448,0.70818764,0.51304686
28,0.23259757,0.22832076,0.15121846,0.42973897,0.18721443,0.5795224,0.20420948,0.14701049
29,0.32259914,0.5621696,0.23395656,0.44179595,0.25487778,0.67350817,0.22094724,0.18186554
30,0.11344683,0.16228941,0.09891018,0.13526708,0.29796845,0.13789862,0.027766272,0.09214774
31,0.08244706,0.26397967,0.108921506,0.14198558,0.21362376,0.10024676,0.023994884,0.023070449
32,0.10367766,0.49027464,0.040809747,0.17562705,0.16288562,0.41428515,0.2533299,0.08494524
33,0.32700783,0.37341237,0.17440686,0.35007036,0.3242603,0.7171705,0.37725982,0.23934785
34,0.31745434,0.2739335,0.2269473,0.5383045,0.22466409,0.30237767,0.38766184,0.16375713
35,0.38788617,0.37423196,0.2240174,0.3161714,0.5477124,0.5084118,0.24467954,0.34168467
36,0.66012585,0.49944347,0.45313117,0.3061369,0.66319245,0.7493293,0.22558205,0.23935512
37,0.18891756,0.53797543,0.15540934,0.2685674,0.5789336,0.31206754,0.44917783,0.2642287
38,0.49027196,0.7424108,0.51760036,0.26590282,0.54784894,0.32503974,0.66153115,0.40982562
39,0.5869153,0.6582963,0.44399577,0.802206,0.6128538,0.4562658,0.500039,0.51481676
