frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.06830944,0.091344155,0.07408928,0.06362612,0.027713435,0.05234689,0.07674079,0.02588708
1,0.07792066,0.09237544,0.04834381,0.021466952,0.014943442,0.13891685,0.020566769,0.020343669
2,0.03312336,0.09763482,0.020886624,0.0,0.00893776,0.048769068,0.056182787,0.074581064
3,0.037725374,0.06347239,0.11996175,0.031956505,0.024357432,0.14423184,0.064832605,0.0666422
4,0.10246822,0.064616784,0.11577299,0.030512892,0.038391866,0.02843386,0.14047003,0.05324773
5,0.096591905,0.10806775,0.10143334,0.09323238,0.1005794,0.10985095,0.07500103,0.13086455
6,0.18041433,0.24256158,0.15730995,0.12204462,0.21025111,0.14854573,0.22755201,0.07599748
7,0.0949722,0.32816193,0.4529511,0.25085002,0.28454342,0.35588038,0.17136902,0.18662141
8,0.15174477,0.2684871,0.20871392,0.15823832,0.33914652,0.30222744,0.25838682,0.25276065
9,0.4224303,0.52789044,0.22729367,0.29909104,0.30658472,0.52850044,0.37220806,0.3033098
10,0.31293517,0.3309322,0.37379843,0.18488394,0.25211936,0.2872368,0.15402539,0.31938916
11,0.27766716,0.18100879,0.26712382,0.12071798,0.18763396,0.33469868,0.15177758,0.21550868
12,0.21530734,0.50669026,0.5088162,0.22594677,0.23237643,0.35452193,0.30255297,0.5152401
13,0.36401263,0.51223165,0.25507292,0.39453837,0.48302805,0.40739036,0.15158668,0.36695576
14,0.21276219,0.41295364,0.16850725,0.05745738,0.3147535,0.1974419,0.23377407,0.20612973
15,0.3817482,0.49123874,0.29325998,0.26544598,0.4523849,0.3310655,0.28215384,0.43479416
16,0.551016,0.7291092,0.3246259,0.2425434,0.32101306,0.6188766,0.19365248,0.21557829
17,0.5687115,0.64649713,0.3765429,0.18413098,0.29132557,0.7029018,0.14594701,0.3317103
18,0.18423578,0.21663472,0.13316156,0.14913031,0.5023199,0.32519978,0.26712704,0.12611361
19,0.5755954,0.7057502,0.2459942,0.13052328,0.39048886,0.44116795,0.25576422,0.20889848
20,0.21144457,0.4493223,0.2826389,0.13165323,0.3810908,0.2279505,0.29375806,0.2721976
21,0.14206825,0.3331757,0.2081103,0.09752957,0.32944882,0.07648441,0.24708317,0.34077612
22,0.13171361,0.6845828,0.39815524,0.137916,0.5058442,0.36474535,0.27824688,0.2955689
23,0.1649103,0.27430207,0.13458821,0.096199214,0.17859745,0.219109,0.22525154,0.21294942
24,0.4343863,0.33529258,0.15377162,0.10629914,0.38614798,0.28955525,0.30705032,0.30483928
25,0.72121346,0.71671426,0.5222254,0.11363671,0.828296,0.5582057,0.6479407,0.4566083
26,0.29371324,0.49263436,0.22261573,0.15545952,0.39264983,0.24429078,0.45318082,0.20925194
27,0.30310807,0.42227677,0.41797966,0.20583038,0.8739115,0.6685829,0.6446514,0.34011832
28,0.34632495,0.4800376,0.29338458,0.23500654,0.37435153,0.21912271,0.46022502,0.5030159
29,0.18381502,0.4640394,0.40177286,0.287384,0.20891747,0.19856142,0.23484565,0.585428
30,0.58955765,0.51438546,0.66356343,0.29371655,0.773023,0.5682017,0.6920028,0.476117
31,0.37323543,0.41932788,0.38064894,0.2801945,0.6558263,0.5146993,0.46793956,0.3823186
32,0.25349626,0.42894214,0.19433002,0.15147613,0.32379302,0.37057573,0.16976133,0.29550463
33,0.16619961,0.07765467,0.07668151,0.112053126,0.10049579,0.13811673,0.24080986,0.091543026
34,0.59954536,0.6864281,0.56772274,0.20604515,0.29124233,0.5536492,0.36199063,0.46979353
35,0.26279417,0.47047916,0.6511072,0.11545043,0.4103892,0.40624988,0.15246281,0.32512817
36,0.3610499,0.39580527,0.25791264,0.24545078,0.31791446,0.40146723,0.693882,0.30251566
37,0.74737763,0.4421021,0.40358433,0.32848454,0.26660436,0.31477052,0.43468627,0.65281105
38,0.6390162,0.826555,0.39518744,0.31894943,0.41920972,0.4591746,0.39127356,0.54485226
39,0.5033301,0.66509694,0.43891302,0.35365403,0.5385098,0.763086,0.5604151,0.6235287
40,0.35103092,0.6683901,0.26920038,0.24343093,0.23394953,0.27365318,0.25746825,0.44645724
41,0.39523748,0.57647073,0.39413014,0.18795931,0.36758766,0.2724542,0.21665442,0.28104696
42,0.34124982,0.40749922,0.23361315,0.25724703,0.43637076,0.30315688,0.2708211,0.4407925
43,0.22294265,0.4755619,0.57636076,0.5135704,0.3480981,0.26020774,0.2914743,0.35728782
44,0.16111082,0.42164,0.18249436,0.23723032,0.24319403,0.27995244,0.0731932,0.20360303
45,0.12827916,0.16108932,0.088381134,0.112582035,0.16263878,0.11767956,0.13610084,0.07155439
46,0.29826304,0.2944584,0.24189568,0.17599921,0.33908096,0.23418036,0.376385,0.17785038
47,0.3623981,0.43342948,0.28750712,0.27241376,0.54923576,0.34669414,0.36785975,0.22273788
48,0.13780652,0.24305424,0.19606806,0.12740968,0.26283222,0.21466339,0.27363437,0.31765652
49,0.42209202,0.62030953,0.71980995,0.27820876,0.7577976,0.6220112,0.6090764,0.73174506
50,0.32897612,0.7860808,0.4487126,0.2610363,0.8417769,0.4544085,0.25198764,0.5832238
51,0.07656362,0.40048957,0.2630449,0.19418478,0.15401167,0.26866215,0.098213665,0.3527154
52,0.18252699,0.20273125,0.30426618,0.22503844,0.43672746,0.20707902,0.12036644,0.35010305
53,0.14997052,0.59847254,0.19629972,0.21647955,0.22824557,0.30596942,0.20237365,0.19853236
54,0.33297753,0.40306696,0.40783152,0.24849309,0.38325053,0.32443497,0.19133061,0.22775781
55,0.30890068,0.6463289,0.26630515,0.3791783,0.4311606,0.35647357,0.20393206,0.30896902
56,0.22012994,0.7935772,0.3318538,0.20914313,0.29067305,0.16606314,0.37766248,0.3364033
57,0.21842128,0.41828108,0.39414278,0.15419815,0.78922623,0.43356028,0.40159264,0.36724487
58,0.6373475,0.27808744,0.5005173,0.2285786,0.2834853,0.27086586,0.27346474,0.43364906
59,0.2440652,0.51631564,0.42976466,0.33007866,0.6068254,0.44263685,0.31635395,0.37136766
60,0.1739862,0.62954974,0.2891371,0.10421025,0.19286363,0.095223375,0.15782113,0.1995098
61,0.22346017,0.26136127,0.35326126,0.13275142,0.2449889,0.34034097,0.39323977,0.17453267
62,0.2216983,0.5133309,0.44700754,0.32435572,0.2266664,0.2822885,0.26179382,0.23443638
63,0.50775373,0.49247995,0.83652055,0.23765498,0.493264,0.44555572,0.27716863,0.47290188
64,0.27285084,0.84070456,0.48184833,0.15279432,0.72311,0.50366706,0.447414,0.40980306
65,0.3798068,0.9222757,0.43577304,0.15569231,0.6421163,0.58494866,0.30189964,0.38497132
66,0.33144927,0.6922718,0.39696687,0.28839436,0.62940675,0.6878838,0.30206373,0.40474987
67,0.16361713,0.6226105,0.39221284,0.16062337,0.52792645,0.4750224,0.21877393,0.496555
68,0.16279435,0.6726521,0.16221236,0.08150664,0.524222,0.26414162,0.36196178,0.26466805
69,0.35273886,0.6415501,0.51792556,0.24032457,0.44790125,0.44785422,0.31080183,0.37693325
70,0.39766386,0.6089906,0.52337784,0.47775885,0.51259506,0.75255024,0.3323496,0.5738469
