frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.7868272,1.2595298,0.994599,1.026602,0.71533525,0.605525,1.6118463,0.8641425
1,0.6213148,1.0398568,0.81410766,0.8003968,0.40479252,0.3208423,1.1902583,0.34297
2,0.58596694,1.1283208,0.9902879,0.86397946,0.79786754,0.37181097,1.2331604,0.5211468
3,1.8462075,2.674376,2.0065792,2.3554904,1.8058108,0.8211452,2.0619354,1.4980247
4,0.7192383,3.281235,1.1847986,1.1371973,1.1387074,0.44232106,1.3523649,1.3476924
5,1.0475826,3.5032654,0.72824144,1.1101705,0.72106683,0.35928032,0.9584607,0.4192328
6,1.1531034,1.0719767,1.1554604,1.5116773,0.7597053,0.3035047,1.3395566,1.0878496
7,0.5825368,1.0597494,0.44339544,0.54067194,0.3990131,0.24238005,1.077635,0.8399497
8,1.3600049,3.1053228,3.6470373,4.3506165,1.3546215,0.983009,1.13179,0.7772467
9,0.8652407,0.7286752,1.8120117,1.0625073,0.44770566,0.4781614,0.71683073,1.0528638
10,0.30896628,0.4883079,0.71047485,0.42604983,0.19826806,0.16979507,0.3821907,0.62052214
11,0.44069773,0.30098253,0.51288927,0.23351626,0.19962153,0.18785577,0.3512619,0.30632055
12,0.65556014,0.7741396,1.0359728,0.592046,0.32741815,0.60119736,0.57275796,1.1905339
13,1.2933397,2.104502,2.631877,1.5694786,0.57908946,1.212042,0.5572048,1.3453885
14,1.5498056,1.7920934,2.95865,2.2976608,1.3634425,2.1633074,1.5982096,1.5151865
15,1.9458182,2.7934408,2.0727983,2.4441118,1.5719011,1.6397349,3.248946,2.039585
16,0.5113712,1.0313807,1.166735,1.2184716,0.34116092,0.51728773,0.2925242,0.95166415
17,0.47731215,0.72423124,0.3551221,0.34586838,0.20939451,0.43157858,0.61267877,0.73247933
18,0.54672444,0.41349506,0.25553668,0.32151735,0.3207869,0.18160969,0.2785759,0.6013072
19,1.0067139,2.0806613,1.2913402,1.2841995,0.6728852,1.2992055,1.2560546,0.9209572
20,2.0916414,3.552155,2.4953802,2.380364,1.4299477,1.8579597,2.898315,1.2163513
21,1.6555448,2.899953,1.5456024,2.1614068,1.5031357,3.098704,1.7930517,2.2740774
22,1.6931078,2.3026085,2.0842621,2.1343484,1.9750404,2.0027385,2.9953604,2.827201
23,2.5278192,2.7436128,1.6094196,1.069938,1.4314222,1.0897846,1.550415,3.8410206
24,2.0023484,3.6181881,1.8015716,2.0711145,1.3681766,2.7647815,1.3434501,1.5840486
25,0.9026787,1.1472661,1.0204954,0.55059564,0.6129614,0.79221994,0.5415009,0.775789
26,0.6052789,1.6293639,0.4017291,0.3663044,0.36910424,0.82616496,0.3675628,0.46054575
27,0.81005144,0.339432,0.5490134,0.3657269,0.31934547,0.21380286,0.50320184,0.3761054
28,1.1984982,3.012239,2.15904,1.4920933,1.0457524,2.119628,1.395458,1.2071958
29,1.0507978,2.2738056,1.899992,1.2566223,2.6109986,1.9876558,1.4343922,2.0789595
30,2.5713162,1.3608805,1.4467869,1.6046596,0.76641405,0.8745709,1.0929611,2.4787052
31,1.4413023,2.5024266,1.4933832,1.1285522,1.353806,1.7211485,2.0891044,3.897283
32,2.4251862,2.1217117,1.4269923,1.865977,2.092641,3.2571878,2.8096828,2.1136115
33,1.3073297,1.6247687,0.7758722,0.5027014,0.84089094,1.1559073,0.7225051,0.97066057
34,0.38059038,0.59492105,0.51670986,0.27262726,0.42226708,0.41558576,0.36418647,1.015706
35,0.7123777,0.55161214,0.5000921,0.3892632,0.3201659,0.29869756,0.27922457,0.46571118
36,0.23536865,0.5657475,0.35435218,0.5538766,0.2724163,0.38746724,0.4119497,0.57997715
37,1.0589273,4.3469763,2.0799646,1.2750043,1.6732676,1.9853511,1.6561664,2.0351322
38,0.7058115,2.8776286,0.9666773,1.055193,1.1912396,2.605083,1.0503505,2.6873326
39,0.8409789,2.7620547,0.76168066,0.6604252,2.3224964,1.647666,3.003086,2.5612907
40,1.1164253,2.366974,1.0514722,0.6149467,1.3958824,1.1886696,1.0260082,1.1131297
41,0.4932075,0.6303563,0.60604525,0.33631188,0.61963874,0.5444657,0.5453948,0.659678
42,0.6198228,1.2607388,0.87905645,0.83687866,0.4665561,0.554871,1.3431697,0.77749753
43,0.5479399,1.1043296,0.7408735,0.7779057,0.6848405,0.72339976,0.9154056,0.97892046
44,0.6406802,0.7039802,0.57625043,0.5960806,0.7910922,0.6340992,0.3136444,0.66692054
45,0.83542305,3.290992,1.3395755,0.81388605,1.7212913,1.0275629,2.3639011,1.8842285
46,0.66337335,3.9577298,0.82618177,0.7122114,1.576947,1.4200594,3.011868,3.1690788
47,2.4760084,3.8411255,0.76191854,1.4577034,1.5489116,2.3872685,1.5928764,3.711909
48,0.7660154,2.3108845,0.42901686,0.66255224,0.45270813,0.73233485,0.45028356,0.9259998
49,0.28946263,3.2640593,0.6073365,0.37035793,0.3815108,0.2309831,0.51222193,0.6017997
50,0.7022614,0.24145825,0.57174116,0.6385145,0.73802423,0.28076965,0.7635677,0.86449707
51,1.5672808,3.0025072,3.830101,4.0249634,0.9080881,0.8708161,1.6486034,1.444978
52,0.45334345,0.42975932,0.4736645,0.36581233,0.2480104,0.43672645,0.36887607,0.63118184
53,0.81910425,0.34416378,0.35698593,0.2933188,0.36297736,0.2016882,0.4585225,0.42280895
54,1.0299687,1.064929,0.646231,0.19104159,0.301588,0.46830845,0.41630092,0.8458828
55,0.6901439,1.874971,1.1833422,0.7564473,0.6440294,0.9705578,0.62719095,1.0777825
56,1.4884279,2.0051723,4.889684,3.825987,2.3169355,1.8948963,2.4744353,3.0323176
57,1.7886941,4.036091,0.9392272,2.963365,1.405133,1.5405354,2.7993069,2.52281
58,0.3671822,0.49253422,0.6878543,1.0866323,0.18803257,0.20179376,0.4034528,0.28588247
59,0.7111916,0.78351945,0.30582082,1.0647156,0.4208778,0.3213063,0.5416897,1.0995196
60,1.2527254,1.2778739,0.83184093,0.74490684,0.77665377,0.8698205,0.8470072,0.5887871
61,1.0843756,1.8331561,2.2345133,1.78404,2.4367955,2.5641613,1.7627238,1.7092748
62,1.2062931,2.2653944,0.9262332,1.0754805,1.0408783,1.7364097,0.6851179,0.84967023
63,0.77828,1.660884,1.1983293,0.98874587,0.8475829,1.7013768,1.3241549,0.9991556
64,0.3776734,0.7081788,0.51989543,0.5526197,0.20783757,0.26768634,0.24890134,0.453949
65,0.65476215,1.6433969,0.7636497,0.8472384,0.70347714,0.7938036,1.5242274,0.7367332
66,0.9733239,2.1551344,1.5662543,3.7760568,1.447217,2.0830479,3.2081647,2.0901785
67,1.4554437,2.6522162,1.0241865,1.2730038,2.320895,2.5362787,3.1591644,1.5428463
68,0.97319806,3.0577993,1.2227507,0.49963886,1.2963129,2.1943545,1.7651448,2.1311383
69,0.41575834,0.58850706,0.76550424,0.42977977,0.59282863,0.5119161,0.43204105,0.80130017
70,0.24636431,1.1529628,0.55044186,0.42404258,0.3169322,0.3708586,2.258428,0.52858275
71,0.2521393,0.41598323,0.5162064,0.27693418,0.20738944,0.3655815,2.4961433,0.32739583
72,1.5417346,2.7875924,1.5676805,1.3748376,1.8918991,3.1471915,3.0754669,2.0922103
73,0.7878064,3.116244,1.3012968,0.9502612,1.2627583,2.8880596,1.7777432,2.9084115
74,1.1779767,3.3855693,1.3721801,1.0772367,0.9152856,1.1921492,0.73381823,1.0454102
75,0.22178671,1.2221549,0.44219327,0.4317374,0.78537494,0.39574757,0.7858305,0.42896843
76,0.3278689,0.51231915,0.38330942,0.35890964,0.5240451,0.3443606,0.48386133,0.43637985
77,0.2918735,1.6027503,0.24597219,0.17061642,0.5523859,0.30386654,0.255137,0.66291225
78,0.6053384,1.6031021,1.2686849,0.8822534,1.4859213,1.1264412,0.86635214,1.3813941
79,0.82394254,3.2002776,0.82492,1.2621672,2.2039952,1.9503994,3.008624,2.2993083
80,3.8005018,4.309106,2.5452833,2.4469662,2.436777,3.4315796,3.144628,3.6899061
