frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.41871715,0.5032097,0.5542638,0.54582804,0.22890903,0.29503584,0.43574554,0.37567756
1,0.5330173,0.43007562,0.6902057,0.6043211,0.32974395,0.37523657,0.8404114,0.4891351
2,0.38477778,0.3698914,0.7141527,0.6971655,0.36535606,0.35629994,0.6143254,0.32928902
3,3.3670442,3.0326767,3.532123,4.6596546,2.5658145,3.317957,4.2590003,4.868391
4,5.021788,2.9150515,3.9624338,4.1306496,3.323506,4.5329294,4.159173,4.26348
5,3.0100422,2.9446166,2.6108854,4.453957,5.033166,2.720899,4.2442446,2.2215052
6,2.7122936,1.5249784,1.8365257,2.8079734,2.0727777,1.287169,1.6494312,2.6304572
7,2.9401958,2.3564067,2.7879424,1.641876,2.4279213,1.5198538,2.536649,2.054843
8,2.7103887,1.7991364,2.633973,1.6963134,1.7962539,1.3372235,2.193071,1.5769846
9,2.8012803,1.9621968,2.4952958,2.0043826,2.0399063,1.492934,2.0863028,1.4706893
10,3.1172261,1.9796985,3.422611,2.1075163,3.4406085,1.5566678,2.6801975,2.6037517
11,4.003497,4.7928553,6.541724,4.3173923,4.4149714,3.914998,6.0135164,4.2836475
12,3.7108295,3.8136117,3.8147013,3.5478663,4.582135,4.9642735,3.9142003,3.9333088
13,2.6427152,3.4949539,4.8926888,3.969053,4.6531653,4.232016,2.4928896,3.5413342
14,3.428253,4.2424803,2.389052,2.2139354,4.080842,5.098793,2.5058475,3.8782816
15,4.5562277,3.2584372,2.325435,3.249179,4.153735,2.389738,4.400303,2.7365851
16,4.622062,2.486314,3.2786086,3.32217,2.482347,4.347434,2.983841,3.1676702
17,2.3180184,1.662369,2.7387025,3.5089555,3.5838988,3.5686693,2.0521586,2.2898133
18,0.983143,0.7266333,1.353735,1.2869711,2.169713,2.0112562,0.87528616,1.2258579
19,0.37247938,0.3460682,0.5943333,0.8392164,0.8183282,0.4924736,0.49575296,0.52829885
20,0.4019866,0.44972706,0.51055646,0.38551188,0.6830711,0.63584167,0.71498907,0.46503365
21,0.60208845,0.38798553,0.5592259,0.5399554,0.7359555,1.1034641,0.4498564,0.58583677
22,3.652097,2.6221447,3.506373,4.377511,4.1177692,3.0076928,3.642278,2.5475044
23,4.016527,3.9850183,4.2191744,4.004488,2.8476336,4.4250574,1.76157,2.891861
24,3.307149,2.2260766,2.8025033,1.9652212,2.5566316,4.5031023,1.4901794,2.1643605
25,1.0555129,1.4092454,1.259147,1.4830308,1.3766959,2.7052054,0.9998927,0.80606234
26,1.6013857,1.434753,0.85482526,1.4942342,1.2239842,1.2276866,0.9386992,0.60274124
27,0.7824373,1.2717798,1.3179593,1.0476253,1.5802677,2.9307857,1.0014391,1.0098083
28,1.0995679,0.7869594,0.7658057,2.086293,0.9654485,0.80602884,0.7603568,1.2965949
29,0.39979994,0.9901773,0.94986594,0.94807684,1.141707,1.3980378,0.5597736,1.2605884
30,1.6637511,1.3615605,1.4705265,2.2644253,1.6781498,2.0199685,1.3192744,1.1811671
31,2.290576,2.4554129,3.7574553,5.028866,2.7884026,2.4825134,1.8861027,2.333395
32,0.6243415,0.9725466,0.809131,1.0725496,1.4355975,0.83962804,0.75604486,0.7498688
33,1.1063521,0.9764801,1.5643605,1.5188429,1.5622529,1.0915449,1.1465429,1.1442993
34,1.3399644,3.1003332,2.4093456,1.9113193,1.890767,1.7598476,1.4407343,1.8919828
35,0.7258767,1.0064193,0.8525369,0.7378747,0.5259611,1.1830181,1.2056556,0.6260755
36,1.1405284,0.9066879,0.54167664,0.6865133,0.7379095,1.581826,1.2031989,0.8641873
37,0.80199564,0.7994071,0.85738295,0.9250498,0.84060144,1.8105727,0.72563434,1.8784703
38,0.8326756,0.81591153,0.6121378,1.3053453,0.61679727,1.127355,0.72297883,1.1037077
39,1.860291,1.4667251,0.9797659,2.1908803,0.74951935,1.5800192,1.0744472,1.1832564
40,3.9224942,1.9130716,3.1693573,3.190557,1.8294315,2.5596433,4.3786902,2.5974302
41,2.2547574,1.9426684,1.3829015,1.8120657,2.24073,2.4902964,3.3753285,1.7260289
42,1.3609965,1.5035129,0.68098706,2.080193,1.0347135,1.2614526,1.2625812,1.770873
43,2.1451178,1.3030589,1.1713898,1.5173311,1.5312166,1.7870121,2.2183552,1.6434233
44,3.0093508,1.1012917,1.7760841,1.6043148,1.6882954,0.9525541,0.71745753,1.5764115
45,4.155243,0.5814799,0.71953297,1.7241712,0.8214787,0.5559545,0.59308517,1.3220063
46,2.537079,0.56713545,0.83753496,0.83063924,0.60465074,0.35785672,0.46871412,1.008921
47,0.5779757,0.62816346,0.9400786,0.8842691,1.048257,0.78491855,0.5364131,2.5355854
48,2.403599,1.424472,3.0346813,1.7286611,1.4961331,1.028031,1.7831299,2.355223
49,2.7385736,3.2458172,3.137874,1.8650355,3.157638,2.3833723,2.475941,2.9681745
50,1.6924543,1.7102897,2.444325,2.419083,4.312192,3.4360306,3.1011703,3.1907496
51,0.94542384,0.7386732,1.4034979,0.95964104,1.3216965,1.6853654,1.498122,1.6087797
52,0.97629404,0.61894566,1.3509414,0.9712344,1.1530311,1.2494025,1.3349974,1.4544528
