frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.06971425,0.029480513,0.0021817093,0.040266078,0.022626985,0.032235634,0.041946746,0.061713487
1,0.06960447,0.065345965,0.08442462,0.03397299,0.03392309,0.027923215,0.024288062,0.02640888
2,0.07407863,0.0064561917,0.041200507,0.13665235,0.037934195,0.071501456,0.015854111,0.045842096
3,0.06809645,0.16165787,0.12489093,0.28417712,0.14653468,0.09675879,0.074371,0.12157383
4,0.2946811,0.28608802,0.25797528,0.47616392,0.2766137,0.2906976,0.1427509,0.16584606
5,0.23221943,0.3960312,0.21669668,0.38010576,0.30813697,0.38415894,0.18521199,0.104100786
6,0.124255374,0.02285365,0.044384506,0.21263564,0.08781619,0.068769366,0.07225263,0.06365586
7,0.07020628,0.055633254,0.034151636,0.06361286,0.047370974,0.06598707,0.06832995,0.0134953335
8,0.37890494,0.3331494,0.26504377,0.26487997,0.27633816,0.38524425,0.31464705,0.16160274
9,0.3736586,0.47633037,0.343456,0.26600942,0.3413183,0.30494085,0.32722694,0.18278079
10,0.2526409,0.34517634,0.18362738,0.334972,0.4456663,0.21206415,0.27971098,0.20721194
11,0.3429244,0.24194202,0.15182552,0.119218506,0.16654606,0.22214773,0.15417558,0.069073714
12,0.1401825,0.31974894,0.14251056,0.2258407,0.19346906,0.1138871,0.16669787,0.073087305
13,0.22803752,0.18519658,0.26672867,0.30796552,0.47781926,0.23657909,0.20810801,0.20839377
14,0.5037484,0.24527588,0.30339798,0.32885346,0.48245302,0.3898537,0.42214984,0.15744436
15,0.21529001,0.14580737,0.13342115,0.16618092,0.15844817,0.10984777,0.113134794,0.1435298
16,0.24437076,0.12935004,0.29044357,0.25448602,0.1069566,0.0997269,0.08782685,0.142343
17,0.41912654,0.24981847,0.56277645,0.38246953,0.34465894,0.38799754,0.29908153,0.4034108
18,0.44347924,0.40302032,0.37182856,0.6340309,0.44121635,0.4374507,0.3892065,0.2835829
19,0.30467594,0.30205315,0.19771746,0.14322942,0.29766423,0.2606898,0.29816678,0.16227935
20,0.44916612,0.33902866,0.5057671,0.43419683,0.53526455,0.37294638,0.5239217,0.36402634
21,0.4573482,0.39867634,0.25068045,0.38255927,0.25642735,0.30024678,0.2356154,0.16931
22,0.4383073,0.2844293,0.13500375,0.28532004,0.26660773,0.23765956,0.22347198,0.20062825
23,0.38354,0.35506573,0.17578417,0.33071172,0.21483275,0.34214818,0.20968851,0.22920552
24,0.16348949,0.28704455,0.18568785,0.17569707,0.2616555,0.23151542,0.27881205,0.1270812
25,0.20488271,0.088682316,0.2189481,0.21232666,0.08356734,0.169086,0.1908216,0.11546954
26,0.053796712,0.16522542,0.18393144,0.103438884,0.120621145,0.12298423,0.083120614,0.112821005
27,0.19524041,0.27420938,0.30596724,0.28959134,0.16729338,0.15493844,0.110487826,0.15040608
28,0.38428795,0.14532444,0.23578909,0.2878582,0.15924557,0.3414391,0.22824503,0.19605769
29,0.33656237,0.34759885,0.52773577,0.3378822,0.6236922,0.42222843,0.3423078,0.42645338
30,0.4169701,0.2781177,0.4370591,0.3849069,0.50712806,0.4083982,0.45745724,0.45409864
31,0.46286744,0.44812673,0.40475217,0.5546121,0.40500054,0.5236187,0.595161,0.4608388
32,0.20212385,0.124751225,0.289646,0.18491532,0.25147116,0.17729063,0.36260748,0.15181722
33,0.4168083,0.19619006,0.29388517,0.344501,0.3824251,0.4781638,0.50449294,0.22008865
34,0.18900672,0.2917549,0.26554793,0.18822555,0.4626069,0.33230314,0.33072513,0.2835625
35,0.2769488,0.21887752,0.24142143,0.272081,0.23347592,0.4553742,0.30061024,0.21945727
36,0.4417464,0.4692919,0.4404893,0.51212275,0.28519186,0.33541158,0.42595217,0.41469422
37,0.37049896,0.45233098,0.2793144,0.2963702,0.18406078,0.28958544,0.054485414,0.26309535
38,0.65417796,0.34217563,0.33081123,0.3050605,0.18373795,0.31390914,0.30914566,0.24867132
39,0.6519471,0.58260727,0.46896872,0.4155512,0.32546052,0.36710766,0.21628705,0.24946673
40,0.42067677,0.53775847,0.41869548,0.4924276,0.39501286,0.39477605,0.3289554,0.46655145
41,0.28453344,0.23536348,0.44597507,0.3931021,0.424607,0.31379685,0.42212078,0.21905509
42,0.28486496,0.16988556,0.2709088,0.4416146,0.13224153,0.293142,0.17690326,0.26784712
43,0.25294846,0.2920328,0.307059,0.3928098,0.2558274,0.3719221,0.22079717,0.21964402
44,0.4194939,0.15481938,0.39539835,0.3905825,0.36148497,0.4755226,0.34408972,0.25062436
45,0.2941773,0.17390569,0.2523643,0.27738255,0.2428718,0.21578574,0.039958883,0.11478491
46,0.15547338,0.19176865,0.119234905,0.093998246,0.18881172,0.15669991,0.10693237,0.07476656
47,0.23886062,0.14386804,0.18583338,0.10342883,0.13870737,0.2868929,0.26980448,0.06299071
48,0.5146926,0.38785022,0.3340074,0.33936948,0.37571996,0.48479098,0.2759517,0.2798414
49,0.567432,0.22139293,0.12090245,0.15742622,0.2307203,0.31862518,0.16230537,0.20883097
50,0.26172018,0.07510764,0.07886373,0.20150834,0.066526644,0.05570321,0.08138165,0.046291303
51,0.21685727,0.07175588,0.122126415,0.2555454,0.04822404,0.17430909,0.09034958,0.07199631
52,0.4948859,0.13077912,0.089314125,0.23450841,0.11046341,0.13840939,0.104354694,0.14890175
53,0.5293024,0.31993118,0.100992896,0.24092996,0.10202928,0.15278079,0.1382105,0.16357987
54,0.1991452,0.25087863,0.0709322,0.2695753,0.12084744,0.18056428,0.642906,0.09802769
55,0.16034019,0.19252926,0.039001957,0.16007923,0.03859885,0.05456233,0.83543134,0.024426948
56,0.12582383,0.111331716,0.04573509,0.05892915,0.061822142,0.055699594,0.76587456,0.02143279
57,0.11895001,0.28860313,0.031849798,0.17958447,0.07917249,0.04566328,0.9999999,0.01653602
58,0.0,0.057284914,0.039394584,0.09804385,0.043587204,0.11334734,0.07763206,0.052241337
59,0.010714401,0.068276174,0.09161139,0.10515216,0.057433132,0.049826674,0.058786757,0.04900382
60,0.87325597,0.47175944,0.3710932,0.45250645,0.46241733,0.37990215,0.38144428,0.30420402
61,0.27031913,0.3584424,0.21239515,0.24128133,0.16033944,0.2911381,0.13251759,0.2340102
62,0.105740085,0.1514138,0.07221767,0.05867206,0.06445681,0.16381101,0.10929872,0.063874446
63,0.07471412,0.06979552,0.119456515,0.087489806,0.11706006,0.12369733,0.11207951,0.05681817
64,0.43909663,0.2843187,0.32311806,0.3448495,0.4393827,0.46157405,0.31497866,0.2334708
65,0.40488085,0.21042468,0.45940617,0.5243917,0.50309074,0.36087367,0.48520762,0.20855837
66,0.38180056,0.17250946,0.33307183,0.309112,0.20422229,0.20193762,0.20345037,0.06628593
67,0.20152943,0.13296369,0.1038423,0.07993195,0.08415912,0.033495776,0.080585,0.064780526
68,0.31381717,0.08548183,0.26128197,0.19415808,0.12200492,0.05821743,0.12531373,0.13875239
69,0.17562108,0.12770852,0.18637973,0.2683585,0.1066945,0.045185592,0.0641935,0.107903026
70,0.31813666,0.07917994,0.25306165,0.2844547,0.15238035,0.18763477,0.17200308,0.105793975
71,0.26753283,0.16477644,0.16326305,0.14900474,0.07424003,0.041634243,0.059026215,0.17196268
72,0.32203907,0.26057565,0.5260456,0.40219784,0.3715146,0.27940205,0.41166812,0.24457176
73,0.4173701,0.2987066,0.34338984,0.44864562,0.31437874,0.3612618,0.37493497,0.26161563
74,0.18289785,0.2034698,0.13170928,0.15998846,0.21614198,0.45118377,0.20778574,0.2312142
