frame_index,cam0,cam1,cam2,cam3,cam4,cam5,cam6,cam7
0,0.68865865,0.59493005,0.8575635,1.1365485,0.63520205,0.5627433,0.5798533,0.6630806
1,0.73043317,1.062933,0.8108978,0.7642516,1.6752648,0.8334008,0.6617663,0.9767173
2,2.791851,2.416522,1.9763273,2.355739,1.852534,2.4593568,2.2014034,2.3352594
3,1.6243448,1.8406347,1.3071132,2.6264768,1.4047177,2.4395392,1.2226837,2.245012
4,0.6118001,1.0711466,0.7862917,0.9563409,0.87470716,1.4280455,1.6250888,1.0095339
5,1.078928,0.4603932,1.0578887,1.2383001,0.8364955,0.93085366,1.8528354,0.8817799
6,1.5223193,0.6160865,0.94114065,1.4183912,1.0887499,1.0310361,1.2432549,1.300399
7,3.3286133,2.4700363,3.3447504,2.6340182,2.5175757,2.197363,2.247847,3.0379314
8,2.7526445,4.945573,3.7519565,3.1173677,3.9258678,3.546105,3.3590646,3.1824572
9,1.5856714,3.7124896,2.585571,1.4331203,2.0683322,2.4772923,1.100447,1.804656
10,1.8106508,2.074634,2.0143962,0.87841165,1.214026,1.1295273,1.9202704,1.293366
11,0.845245,1.5505779,0.9527912,0.7824015,0.75664777,1.0144153,0.41982514,0.9628832
12,1.4916275,2.884781,1.7157961,0.9503052,0.9634618,1.0852884,1.2301457,1.3448683
13,3.6297116,3.368455,1.8537892,1.9876511,1.9322535,1.958879,1.2440271,2.0686617
14,1.8610525,1.7487025,2.2810423,2.291185,1.0877995,1.7218082,1.0195632,1.5535076
15,0.81502205,1.5458703,0.9036232,0.7969886,0.94505453,1.0511482,0.6069689,0.8518488
16,0.8053963,1.7885172,1.1950681,0.79583865,0.85339135,1.1083419,0.7194115,0.99061006
17,0.67359954,1.6866461,2.3670478,2.8033304,1.0801126,1.4215841,0.9353691,1.449572
18,2.1969566,2.0456824,1.4791489,2.0236928,0.97056574,1.4211727,2.0440314,3.212177
19,0.9949891,1.3005924,1.5916249,1.3645769,1.4581496,2.4789047,0.91619265,1.0183069
20,1.4819006,1.1391449,1.2980387,1.1598929,0.6107093,0.8731633,0.79444176,1.5891614
21,0.93737996,1.0943437,0.9778887,0.69413054,0.5625031,2.1339145,0.50630844,0.9947868
22,3.1361084,3.1724763,3.218913,2.6805987,2.5892992,3.9935684,1.6959112,2.1537986
23,1.5721124,1.9080926,2.363545,1.3598616,2.0860147,1.1334662,1.1007131,1.35709
24,0.96269727,1.6966431,1.791604,1.4719155,1.2871113,2.0440361,1.9755266,1.1723815
25,1.5579674,1.7979503,1.5318353,1.7923455,1.4502549,2.352356,1.4252329,1.0416055
26,1.9047999,0.8433986,0.970025,1.4183557,1.1086788,0.7751849,0.95847607,0.6443808
27,0.2614852,1.1156739,0.74822557,1.1274292,0.68995315,0.50657344,0.5601151,0.38078523
28,2.5689712,2.0766692,1.583983,2.212548,3.4448776,3.5198386,2.6662788,1.3455313
29,1.0369532,1.2395025,0.99559844,1.5954708,0.72065204,1.260363,0.8861414,0.8525904
30,1.7650082,2.396492,0.9052022,0.8628154,0.7939534,0.79045594,0.7121947,1.1757076
31,1.2335961,0.82996964,0.6822951,0.72589546,0.39500877,0.5514317,0.75077903,0.6924034
32,2.1727488,1.0834298,0.44216293,0.8356401,0.4637071,0.4459227,0.9719972,0.79716784
33,2.5445435,2.301279,2.4270816,1.433389,1.3126388,1.7185063,1.294593,1.7849106
34,1.7709937,1.2299632,0.9527824,1.7929821,0.72917736,0.645471,0.89993036,0.73501754
35,1.1802282,1.4117756,0.93125653,2.0888019,0.91270804,0.6625416,0.9679269,0.8703505
